,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_name,type,uri,valence
40,0.402,0.724,240062,0.448,2.04e-06,6,0.0823,-9.604,0,Cozmo,0.0574,119.94,4,What Dreams Are Made Of,bay_area,spotify:track:23mpccd0l6MUl9k3fSazIp,0.387
41,0.0273,0.511,166626,0.676,5.7e-06,6,0.0768,-1.217,1,Cozmo,0.375,80.134,4,Exhale,bay_area,spotify:track:0ZYxOplINOBeveenQzmQMe,0.416
42,0.606,0.531,242604,0.877,0.0,9,0.0994,-5.359,1,Cozmo,0.429,78.247,4,100 Miles,bay_area,spotify:track:5kndjG3Uq7olokeKsRrz4D,0.458
43,0.0393,0.617,271579,0.869,0.0,7,0.388,-2.103,1,Cozmo,0.431,152.527,4,No Tomorrow,bay_area,spotify:track:5TR6EecfDD8QDt1jkQSPHZ,0.346
44,0.0325,0.489,337400,0.904,0.0,1,0.908,-3.599,1,Cozmo,0.381,82.977,4,Rubber Band Stacks,bay_area,spotify:track:3l97wvR7VJyvNRxNpUTwwx,0.551
45,0.00794,0.725,232986,0.889,0.0,6,0.114,-3.71,0,Cozmo,0.311,82.487,4,Carry On,bay_area,spotify:track:4QypaqJmAzXhHeZiX4YNig,0.616
46,0.443,0.534,173333,0.834,0.0,6,0.142,-2.488,0,Cozmo,0.345,144.665,4,Seen It All B4 (The Intro),bay_area,spotify:track:0azz8sfFHCVKKFX7jyYu2b,0.6
47,0.309,0.606,259613,0.796,0.0,7,0.0883,-3.658,1,Cozmo,0.299,77.532,4,So Cold,bay_area,spotify:track:40oXoarNH5zbruU2YLOkX4,0.538
48,0.0119,0.447,176571,0.6,0.0,7,0.536,-8.507,1,Cozmo,0.303,67.636,4,A Real One,bay_area,spotify:track:2oQ0FmZZ3Wb3wY91VxTExr,0.537
49,0.0206,0.481,268571,0.771,0.0,10,0.336,-3.106,0,Cozmo,0.0579,83.622,4,Me This Blunt & A Beat,bay_area,spotify:track:1wuRqbWNiC6gjcFQO6gQTY,0.269
50,0.083,0.805,459616,0.63,0.0,4,0.207,-7.13,0,Dubee,0.248,92.979,4,My Thang,bay_area,spotify:track:4JgElOu4c6FgWQ3N9IGEmv,0.582
51,0.132,0.57,252545,0.802,0.0,1,0.685,-4.503,1,Dubee,0.449,170.473,4,Crest Shit Or No Shit,bay_area,spotify:track:4CD189mWSSa0VPorMji0Bd,0.754
52,0.597,0.807,315699,0.636,0.0,7,0.722,-8.218,1,Dubee,0.505,87.013,4,Mac Dre (Game I'm Spittin),bay_area,spotify:track:6EHEnuihQuYm3FQw5r1h3s,0.691
53,0.218,0.797,375142,0.549,0.0,11,0.31,-5.52,0,Dubee,0.28,84.019,4,That's What We Do,bay_area,spotify:track:3kMy4ATwXHNDEmibIBap7Z,0.515
54,0.14,0.854,423532,0.667,0.0,7,0.542,-7.452,1,Dubee,0.331,95.527,4,Y.B.B. Bomb,bay_area,spotify:track:1VAZvnYkF76JznUgeCkl39,0.64
55,0.0464,0.838,219005,0.817,0.0,11,0.273,-5.608,0,Dubee,0.0901,104.984,3,Dumb,bay_area,spotify:track:7icZLLURHLPgZjnnOMtILh,0.686
56,0.046,0.808,266667,0.822,0.0,7,0.232,-6.414,1,Dubee,0.138,89.98,4,I Like Dat,bay_area,spotify:track:4hRHkDSb2NDRG1ZlADeN6v,0.78
57,0.0561,0.934,319507,0.576,1.92e-06,2,0.461,-6.437,1,Dubee,0.296,99.82,4,Pit Bull Vicious,bay_area,spotify:track:5bsq1uNeGzdxRxMvkq28gP,0.535
58,0.0556,0.927,220497,0.707,0.0,7,0.641,-7.828,1,Dubee,0.354,94.454,4,Game U Feenin 4,bay_area,spotify:track:4C7r0WvPROSPbxJAMhfk1N,0.666
59,0.0515,0.815,231364,0.619,0.0,11,0.297,-5.234,0,Dubee,0.406,176.068,4,Mackin Is My Duty,bay_area,spotify:track:0y43XaA75j9oL919OVpNiL,0.447
60,0.0116,0.657,235000,0.881,0.0,1,0.231,-3.483,1,Shady Nate,0.181,132.451,4,Head Will Roll (feat. Fe the Don),bay_area,spotify:track:1TjSl2jgjbNmMY1HpAwU4Z,0.554
61,0.000649,0.522,206973,0.518,1.01e-06,6,0.13,-10.652,1,Shady Nate,0.296,89.633,4,Strapped Wit Macs,bay_area,spotify:track:27yOZ9nTabV4Ise52FnE0p,0.437
62,0.0253,0.715,205013,0.696,0.0,10,0.0779,-4.098,0,Shady Nate,0.253,96.04,4,1 Mo Lick,bay_area,spotify:track:0dXEiPrll1WSEdLPts2ZUd,0.783
63,0.211,0.589,234799,0.733,0.0,4,0.248,-4.026,0,Shady Nate,0.362,90.692,4,"Pound Cake Remix (feat. Lil Aj, Stef Stax & Hd)",bay_area,spotify:track:44B4Mvvrx8MCCLCht8zM0b,0.602
64,0.0157,0.666,241920,0.74,0.0,6,0.0751,-6.47,0,Shady Nate,0.361,89.762,4,Ridin' Dirty,bay_area,spotify:track:64LGA06WeF6jvfDXFYoVh3,0.706
65,0.136,0.743,193401,0.641,0.0,6,0.148,-9.704,0,Shady Nate,0.239,89.918,4,Stay Humble,bay_area,spotify:track:6ERMimJYBk7WRZcVdATSsE,0.776
66,0.00507,0.78,353684,0.507,0.0,11,0.0936,-10.456,1,Shady Nate,0.305,95.038,4,Mobb Meetin,bay_area,spotify:track:7a9EpzQltbjHicTWfn2yeR,0.238
67,0.0329,0.821,268926,0.375,0.0,8,0.112,-15.136,1,Shady Nate,0.272,90.028,4,Had It Hard,bay_area,spotify:track:4rJsTqUuJtL9pZOjRr65VL,0.411
68,0.0122,0.714,215721,0.698,0.0,1,0.121,-6.265,0,Shady Nate,0.277,93.477,4,Champs,bay_area,spotify:track:6p096kLnDz4eHJHGBhOyVh,0.562
69,0.199,0.756,221155,0.58,1.92e-06,10,0.133,-10.054,0,Shady Nate,0.2,95.516,4,Need 2 Know,bay_area,spotify:track:61WqlYSShODX00jWMQtTRv,0.0699
70,0.106,0.724,300240,0.594,0.0,3,0.338,-4.757,0,Beeda Weeda,0.259,82.976,4,"Mack'n & Mobb'n (feat. Messy Marv, B-Legit & J. Stalin)",bay_area,spotify:track:6L5fiS4BG7iCDHDuemr0Ny,0.797
71,0.297,0.472,410440,0.645,0.0,11,0.567,-7.125,1,Beeda Weeda,0.306,80.775,4,"West Up (feat. Jay Rock, Glasses Malone, Messy Marv, J. Stalin, 211, K Boy, Scoot Dogg, Cousin Fik, Mitchy Slick, T-Nutty & Laroo)",bay_area,spotify:track:3Zkr4JWDhXY0Pv2V7Uzb7Y,0.518
72,0.12,0.783,186593,0.466,8.45e-06,2,0.086,-10.293,1,Beeda Weeda,0.224,184.028,4,Baby Mama,bay_area,spotify:track:7ol22PCsKdwBUpBElYZPkE,0.36
73,0.039,0.92,283867,0.656,0.0,4,0.123,-7.113,0,Beeda Weeda,0.431,99.991,4,Nohoe - Remix,bay_area,spotify:track:75EenE1d0HbTNxBSljQayx,0.368
74,0.077,0.654,231147,0.669,0.0,11,0.457,-5.582,0,Beeda Weeda,0.34,82.945,4,Wet (feat. 4rAx),bay_area,spotify:track:0MITBtvJkj7NrXPMtjlJba,0.612
75,0.0193,0.855,237513,0.305,0.0,1,0.321,-6.246,1,Beeda Weeda,0.0681,160.055,4,You Know,bay_area,spotify:track:7MoAx1ueSaZBI1l93aD0iC,0.22
76,0.0262,0.892,228538,0.615,0.0,1,0.134,-8.594,1,Beeda Weeda,0.22,92.166,4,Aint Mobbin,bay_area,spotify:track:5T0qgycftwNKaW0GNlWKJ8,0.482
77,0.00159,0.624,258523,0.747,0.0,8,0.0751,-8.332,0,Beeda Weeda,0.421,110.619,5,2nd Chance,bay_area,spotify:track:5tUKKi0fDG9JHa0fM52ym1,0.763
78,0.0197,0.681,226404,0.542,0.0,1,0.163,-8.689,0,Beeda Weeda,0.14,91.525,4,Lyin,bay_area,spotify:track:7fBZ6wUCeQNAfOjr3GaNxF,0.159
79,0.0052,0.876,239470,0.656,0.0,11,0.0731,-8.534,0,Beeda Weeda,0.347,90.967,4,Drug Dealers,bay_area,spotify:track:5UxMLKJ2XZktNnCpfbmwsF,0.376
80,0.112,0.687,270890,0.795,2.91e-05,10,0.226,-3.647,0,Lil Raider,0.0931,164.007,4,Still (feat. A-Wax & Shadow),bay_area,spotify:track:0BSG3cx04kaLEO4yvCSYYm,0.296
81,0.0668,0.845,175603,0.756,4.81e-05,5,0.292,-6.437,1,Lil Raider,0.338,87.031,4,We Gone Ride,bay_area,spotify:track:22y9aSWbWRHDdTWFBcOX2H,0.802
82,0.155,0.781,234973,0.669,0.0,9,0.271,-5.346,0,Lil Raider,0.195,92.053,4,All Falls Down,bay_area,spotify:track:7akq99WPhr5F0sNLttQLVC,0.529
83,0.328,0.759,233940,0.822,0.0,7,0.294,-4.879,1,Lil Raider,0.238,81.022,4,Tired of the Struggle,bay_area,spotify:track:0z1FHyFBu3vh0Zc12opou6,0.788
84,0.0693,0.683,185771,0.693,0.0,9,0.0948,-7.007,0,Lil Raider,0.0812,98.024,4,Keep It Playa,bay_area,spotify:track:4nHPSFuxFcOLM2IuYgO1m1,0.251
85,0.00365,0.718,306205,0.608,0.0,6,0.25,-5.32,0,Lil Raider,0.19,150.034,4,How Deep is Your Mobb,bay_area,spotify:track:1pUy5SRObNxja4qEDuSoXN,0.622
86,0.137,0.7,237121,0.684,0.0,11,0.068,-6.187,0,Lil Raider,0.132,83.048,4,Kick It with You,bay_area,spotify:track:1AJ8xCvn1uUGzGfFZ8461t,0.76
87,0.107,0.482,295385,0.718,0.0,7,0.354,-8.39,1,Lil Raider,0.178,130.003,4,Reminiscin,bay_area,spotify:track:1A7h25x0XrIYPSRDplgaWC,0.737
88,0.0169,0.812,196396,0.507,0.0,0,0.0863,-7.395,1,Lil Raider,0.229,82.009,4,Ready for the Funk’N (feat. Lil Toro),bay_area,spotify:track:5efpI123gBXUnFL6lqLYDF,0.652
89,0.345,0.927,162978,0.643,0.0,4,0.204,-6.86,0,Lil Raider,0.348,94.98,4,Doin' My Thang,bay_area,spotify:track:3tvNeseuGlqekMpN6m7dgT,0.638
90,0.173,0.841,225847,0.653,0.0,1,0.0448,-7.157,1,Dee Cisneros,0.342,94.95,4,Young OG (feat. Big Tone),bay_area,spotify:track:6gtznQJ5mZxUhuViY5hvhX,0.447
91,0.0442,0.768,231934,0.626,0.0,5,0.17,-5.246,0,Dee Cisneros,0.12,87.012,4,Misunderstood,bay_area,spotify:track:4gYjSbiFWoKIZBNcLFKjCG,0.385
92,0.145,0.719,218673,0.708,0.0,11,0.154,-5.34,1,Dee Cisneros,0.276,84.995,4,Loyalty Above All,bay_area,spotify:track:60sEn2a8aqqnJnFSrf0M2e,0.616
93,0.00963,0.69,229146,0.795,0.0,6,0.134,-8.908,0,Dee Cisneros,0.241,88.042,4,Strive,bay_area,spotify:track:2rTJJh41LlbyHRPvisHaKe,0.53
94,0.0216,0.766,242187,0.74,0.0,1,0.107,-4.171,1,Dee Cisneros,0.0837,87.985,4,Sav It Out Mobb,bay_area,spotify:track:71CbCgUWOlvxR5q5veuDeB,0.615
95,0.466,0.759,227444,0.733,0.0,3,0.288,-5.961,0,Dee Cisneros,0.203,95.007,4,Pressure,bay_area,spotify:track:2xg9GGzkXZlhT5CQv9JJ9c,0.587
96,0.035,0.827,220185,0.51,0.0,6,0.065,-9.414,0,Dee Cisneros,0.4,89.984,4,I'm a Real One,bay_area,spotify:track:1h7dSLe3dbt7nMq0JtEXnE,0.311
97,0.0505,0.713,272829,0.673,0.0,4,0.0763,-6.705,0,Dee Cisneros,0.317,169.976,4,"Northern Cali Connected (feat. Big Tone, Thre4t, Tone Gunz & Sneaks)",bay_area,spotify:track:14jnWSBEsQ6FeriVWZJkvO,0.492
98,0.482,0.443,193043,0.603,0.0,10,0.0965,-8.567,0,Dee Cisneros,0.311,127.203,4,Family Sake,bay_area,spotify:track:2RK92BO2DlFqIsk8k2gKVW,0.544
99,0.209,0.821,211358,0.663,0.0,9,0.221,-5.079,1,Dee Cisneros,0.258,92.008,4,Real Out Here,bay_area,spotify:track:5AbeORqFTn9BZl8Mu1apfR,0.593
100,0.483,0.689,327373,0.836,0.0,2,0.266,-5.734,1,Lil Los,0.267,164.123,4,The Way You Feel (Feat. Shadow & Lil Los),bay_area,spotify:track:1z3ZeJcueOM0aKr3ucQb0k,0.699
101,0.253,0.793,346347,0.629,0.0,1,0.214,-5.865,1,Lil Los,0.298,93.918,4,"Blackbird (Feat. Lil Los, Shadow & Lou E Lou)",bay_area,spotify:track:4iXSdj83QtXs6rk4wEKvdz,0.785
102,0.821,0.609,207517,0.653,1.57e-05,5,0.0609,-8.767,0,Lil Los,0.316,79.83,4,Made Like This,bay_area,spotify:track:0cDtH9bkZc50qqDDzn6gZr,0.776
103,0.109,0.665,296133,0.897,0.0,0,0.623,-2.566,1,Lil Los,0.0471,92.017,4,Loyalty (Feat. Lil Los),bay_area,spotify:track:43edNkQa0G0EeeWZP32G8G,0.809
104,0.00797,0.72,236200,0.669,1e-05,2,0.0895,-8.112,1,Lil Los,0.224,171.928,4,Yoc Influenced (Feat. Lil Los),bay_area,spotify:track:7hJ1su4TcICRnlpDfr3YGk,0.774
105,0.128,0.838,149240,0.771,0.0,8,0.187,-6.212,0,Lil Los,0.112,92.043,4,Shits Gone Strange (Feat. Lil Los),bay_area,spotify:track:2ufVaI9jd5gKMxHG9fKNHx,0.484
106,0.0645,0.775,334827,0.749,0.00164,1,0.101,-6.216,0,Lil Los,0.152,93.039,4,Dirty Deeds (Feat. Lil Los & Shadow),bay_area,spotify:track:6K0MKMu3IvMPEgdH6ges2N,0.496
107,0.148,0.78,293307,0.777,1.48e-06,9,0.104,-5.63,0,Lil Los,0.124,94.029,4,What You Know About Me (feat. Lil los & Lou e Lou),bay_area,spotify:track:6u3F1ZVJLB9xvu6cXAs1Kx,0.743
108,0.128,0.636,254213,0.756,0.0,7,0.798,-5.243,1,Lil Los,0.203,83.892,4,-N- The Bay (Feat. Lil Los),bay_area,spotify:track:6uHnddovWLXWbLYVWaZh9J,0.461
109,0.00261,0.728,311827,0.625,0.0,6,0.111,-5.623,0,Lil Los,0.303,167.966,4,"Fuck How You Feelin (Feat. X.O., Lil Los, B-Dawg, Shadow & Woodie)",bay_area,spotify:track:6jv0cEMyl87DJED7AGzN0Y,0.723
110,0.187,0.734,276872,0.764,0.0,11,0.0872,-5.616,0,Casper Locs,0.242,79.978,3,Devils Knocking at the Door,bay_area,spotify:track:7gQtr4croqnuO9QrPL9qmR,0.717
111,0.00274,0.861,184500,0.799,0.0,6,0.354,-7.885,0,Casper Locs,0.131,103.913,4,Springfield,bay_area,spotify:track:4EWctyH3UoglHbKt8lzQs8,0.536
112,0.0664,0.944,158250,0.662,1.52e-06,10,0.0963,-6.193,0,Casper Locs,0.228,110.017,4,Let It Play,bay_area,spotify:track:0BUec07mA6y1fcNvALmaKY,0.194
113,0.155,0.722,339383,0.83,0.0,4,0.244,-6.346,0,Casper Locs,0.377,160.059,4,All I Know,bay_area,spotify:track:3jBiLcYmjtztMujthqWDuZ,0.693
114,0.236,0.73,257750,0.651,0.0,4,0.38,-5.341,0,Casper Locs,0.273,164.058,4,God 4gives Gangsters Don't,bay_area,spotify:track:23DdW4cmbNZO3Ivtmd7l4j,0.535
115,0.511,0.584,289750,0.684,0.0,6,0.302,-8.795,1,Casper Locs,0.46,94.002,4,Streets Raised Me,bay_area,spotify:track:47I3WlSWv2Nx4eAvO5W0n6,0.331
116,0.258,0.926,250087,0.553,0.0,9,0.0644,-9.001,0,Casper Locs,0.334,100.001,4,Baby I'm Polo,bay_area,spotify:track:2AoSMR6OWZ0lPlyZBlFR8R,0.306
117,0.134,0.728,304000,0.616,0.0,0,0.146,-8.84,0,Casper Locs,0.411,180.097,4,Go Gettas Only,bay_area,spotify:track:0it6yqzQY8F8dxvxIGOr4F,0.598
118,0.0824,0.84,150928,0.569,0.0,10,0.207,-9.275,0,Casper Locs,0.259,97.017,4,One Twenty Two (feat. Sandman Polo),bay_area,spotify:track:3FxmRg3Ls6IOKeQpQdfojK,0.455
119,0.139,0.796,260500,0.737,0.0,6,0.18,-7.121,0,Casper Locs,0.22,84.999,4,Black N Whites,bay_area,spotify:track:3G13oo74PEyX89djxrBa72,0.377
120,0.0188,0.701,322409,0.854,0.0,8,0.0714,-6.286,1,Big Rome,0.151,104.263,4,Cruel Summer,bay_area,spotify:track:7wEPOePTLdTALf4d4lA7MP,0.761
121,0.0895,0.79,220843,0.72,0.0,7,0.152,-6.882,1,Big Rome,0.078,101.021,4,Norte Raised Me,bay_area,spotify:track:7cuaXmqe5sRTr2YR4Xqodb,0.584
122,0.00963,0.69,229146,0.795,0.0,6,0.134,-8.908,0,Big Rome,0.241,88.042,4,Strive,bay_area,spotify:track:2rTJJh41LlbyHRPvisHaKe,0.53
123,0.0421,0.726,237292,0.647,1.05e-06,9,0.143,-6.523,0,Big Rome,0.108,178.057,4,Real Hitters,bay_area,spotify:track:4W4cBdvt3TNbBERKsXwg1r,0.341
124,0.0779,0.825,175935,0.636,0.0,2,0.102,-5.903,1,Big Rome,0.236,77.993,4,Undercover Playa,bay_area,spotify:track:0DzKR1YLgpM3h7980KYvUg,0.733
125,0.662,0.746,237270,0.378,7.74e-05,8,0.106,-13.384,0,Big Rome,0.291,90.025,4,Ain't Gota Ask Twice,bay_area,spotify:track:1APTP9mWSSQWESNxuO0kEf,0.673
126,0.0913,0.553,201125,0.459,0.0,11,0.104,-7.792,1,Big Rome,0.841,201.127,4,Livin My Corrido,bay_area,spotify:track:56krFwWPi2RSC1y723QteU,0.56
127,0.00247,0.9,223548,0.424,0.0,11,0.245,-8.793,0,Big Rome,0.381,100.066,4,We Active N We Function,bay_area,spotify:track:4e0uw2BMg5LCiKa8p3YakL,0.367
128,0.368,0.639,193248,0.601,0.00192,1,0.0856,-10.869,1,Big Rome,0.302,180.036,4,Player Haterz,bay_area,spotify:track:6CVBvPUJfZQUrXcIhvUWc4,0.198
129,0.317,0.604,217184,0.912,0.0,1,0.689,-8.628,1,Big Rome,0.395,168.174,4,Mas Chingon (feat. Benny Tarantino),bay_area,spotify:track:12bvAcYDTDYKsfhg9tUXLt,0.533
130,0.04,0.491,152013,0.53,0.0,11,0.356,-13.134,0,Lil Rue,0.365,84.363,4,Snitch Food,bay_area,spotify:track:6EieGg2xceTaPxLozKgslS,0.342
131,0.115,0.634,248736,0.603,0.0,11,0.0805,-9.128,0,Lil Rue,0.353,93.097,4,All Night,bay_area,spotify:track:1JEHmI1tee9WyGDF5EdNPU,0.597
132,0.0157,0.666,241920,0.74,0.0,6,0.0751,-6.47,0,Lil Rue,0.361,89.762,4,Ridin' Dirty,bay_area,spotify:track:64LGA06WeF6jvfDXFYoVh3,0.706
133,0.00881,0.528,222213,0.47,0.0,1,0.104,-13.247,1,Lil Rue,0.425,179.068,4,Neva Leave the House With Out My Hammer (feat. HD),bay_area,spotify:track:5fswcLcDhqIh5VLcGk9hMc,0.236
134,0.0123,0.743,214367,0.482,0.0,6,0.0969,-12.658,1,Lil Rue,0.307,98.001,4,Wassup,bay_area,spotify:track:6KW5z29ZFJJQtdcm5F9AYD,0.522
135,0.154,0.603,182067,0.738,0.0,7,0.1,-6.858,1,Lil Rue,0.497,114.283,5,Lurkin,bay_area,spotify:track:52eoejbHDJYP5S7XIW3mjf,0.72
136,0.000704,0.73,260813,0.487,0.0,11,0.115,-9.938,0,Lil Rue,0.273,96.547,4,I'm Strapped (feat. Philthy Rich & Lil Hyfe),bay_area,spotify:track:312hIRZisFRkY8z2m1ipEh,0.31
137,0.0128,0.616,173308,0.668,0.0,0,0.117,-8.165,1,Lil Rue,0.361,88.904,4,Goon,bay_area,spotify:track:3zzpxgEODiSi4OOxZzwuyM,0.253
138,0.0104,0.802,245160,0.473,0.0,8,0.323,-11.821,1,Lil Rue,0.222,103.972,4,Red Light,bay_area,spotify:track:27H1257hmNCEKwKwIvQ9X4,0.151
139,0.0427,0.793,154320,0.439,0.0,10,0.155,-13.154,0,Lil Rue,0.227,97.973,4,Touch Down Dance,bay_area,spotify:track:2Fuud3Sw02TGbGgDPBAWQA,0.557
140,0.0113,0.556,285187,0.684,0.0,4,0.336,-6.498,0,G-Stack,0.318,118.853,5,"The Realest Niggas In It (feat. Mistah F.A.B., Qoolceo, Cursinado, & Deev Da Greed)",bay_area,spotify:track:3kSpINmBuF8aOaQaGxabng,0.546
141,0.000784,0.768,240013,0.83,0.0,8,0.382,-7.352,0,G-Stack,0.232,100.051,4,East Oakland,bay_area,spotify:track:5Ctd1PsjQrx5cbNfIIAB42,0.299
142,0.0162,0.868,283613,0.423,1.36e-05,11,0.0657,-8.413,0,G-Stack,0.206,90.016,4,F.U. Bih,bay_area,spotify:track:4m3T1gnybzd9tUPgctVFVY,0.338
143,0.0236,0.799,184704,0.48,0.0,1,0.0866,-6.678,1,G-Stack,0.294,85.939,4,Menage,bay_area,spotify:track:0lDnAYQ78HVHJwxtsMZxVl,0.574
144,0.0176,0.724,285933,0.791,0.0,1,0.125,-3.155,1,G-Stack,0.175,175.968,4,Smokin' Em Like Joint (Feat. Whoride),bay_area,spotify:track:2idW8bNYoxehu3s5iMvyVH,0.69
145,0.0234,0.838,224000,0.977,0.0,11,0.106,-4.017,0,G-Stack,0.217,90.025,4,Go Girl (feat. Deev Da Greed & Father Dom),bay_area,spotify:track:5CeUAcB8SpTSREEb8Clwfq,0.565
146,0.0203,0.645,220027,0.647,0.0,7,0.161,-5.46,0,G-Stack,0.301,88.785,4,Dr. Purp Thumb (feat. Mike Frost),bay_area,spotify:track:3s0CjCob3WvuvC04RijOR3,0.737
147,0.0541,0.706,191894,0.613,4.68e-06,5,0.139,-6.365,0,G-Stack,0.0801,89.021,4,All U Need,bay_area,spotify:track:0jArn3aWGxg7FEgzyh9oen,0.759
148,0.554,0.586,256916,0.59,0.0,5,0.312,-9.167,0,G-Stack,0.439,96.576,4,Jody,bay_area,spotify:track:2unBEG5mH0MbfbMMRQCn0O,0.506
149,0.165,0.836,282041,0.577,0.0,1,0.192,-7.782,1,G-Stack,0.285,99.974,4,No Days Off,bay_area,spotify:track:2gGxqT8fOLwH8OSEtVFTg6,0.296
150,0.0492,0.802,189630,0.739,0.0,6,0.0984,-6.963,0,Conspiracy,0.265,81.006,4,Cold World,bay_area,spotify:track:5tISIyjTT0vYeHeRhdH8Un,0.813
151,0.0866,0.759,230707,0.489,0.0,2,0.303,-9.14,0,Conspiracy,0.272,168.037,4,Every Saint,bay_area,spotify:track:74TgJGYyH60IGgt2F85vTO,0.48
152,0.016,0.805,246167,0.621,0.0,6,0.0816,-6.11,0,Conspiracy,0.144,89.988,4,Loyalty (feat. Dee Cisneros),bay_area,spotify:track:2dZXvVPayHuOmJvFFpWzgT,0.654
153,0.113,0.879,208344,0.504,0.0,4,0.111,-8.453,0,Conspiracy,0.303,95.018,4,Banga on Me,bay_area,spotify:track:17m5X6IR2VOrTNvf7bAZ5G,0.561
154,0.155,0.747,250832,0.62,0.0,1,0.119,-7.082,1,Conspiracy,0.215,83.005,4,Clock Is Tickin',bay_area,spotify:track:4uEBcebGRrXX3YXb8SnMFh,0.291
155,0.0277,0.469,297930,0.729,8.78e-06,4,0.465,-5.614,0,Conspiracy,0.25,80.25,4,Incarcerated,bay_area,spotify:track:6CLS8HAfmVX7ogy4e3k68u,0.257
156,0.131,0.801,250066,0.624,0.0,1,0.11,-7.043,0,Conspiracy,0.301,84.978,4,Still Sippin Mickies (feat. Happy),bay_area,spotify:track:33YVAMGDL8ZnElqXeKGnN5,0.654
157,0.0193,0.766,264345,0.684,2e-06,6,0.11,-5.339,0,Conspiracy,0.122,79.999,4,Mirror (feat. Yung Puppz),bay_area,spotify:track:6x0CDihmhLovdpE5Hjm7Fk,0.715
158,0.0861,0.598,279185,0.678,0.0,7,0.0809,-5.365,1,Conspiracy,0.342,180.111,3,N'z on the Block,bay_area,spotify:track:2v9fIRG9sry1vrzf1T9CVA,0.591
159,0.0869,0.651,260481,0.676,0.000128,11,0.136,-6.244,0,Conspiracy,0.248,187.948,4,I Don't Give a Fuck,bay_area,spotify:track:2rGHnYyJzKxMjiNLrkQKnu,0.397
160,0.0208,0.836,258693,0.633,0.0,7,0.0994,-7.191,1,NORTHERN EXPOZURE,0.2,90.004,4,Skandocious,bay_area,spotify:track:1a7LwHsoqdOkdxdA1pHTvU,0.502
161,0.00746,0.559,308293,0.718,0.0,6,0.157,-6.763,1,NORTHERN EXPOZURE,0.105,175.941,4,Summer Breeze,bay_area,spotify:track:12xZXe2Wfeqv3yjG7nAPD9,0.432
162,0.121,0.736,262467,0.667,0.0,4,0.337,-6.924,0,NORTHERN EXPOZURE,0.273,177.991,4,Time to Go to War,bay_area,spotify:track:7hrU5BTRjuUyOtzGqyVxeT,0.294
163,0.0823,0.668,324040,0.625,0.0,7,0.662,-6.828,1,NORTHERN EXPOZURE,0.321,172.079,4,Mob Livin,bay_area,spotify:track:4hxRowUOWw9V0F5elfXi2g,0.477
164,0.501,0.701,352587,0.806,0.0,2,0.272,-5.812,1,NORTHERN EXPOZURE,0.238,164.19,4,The Way You Feel,bay_area,spotify:track:2blmA9IJEiba7pKfvXFk0O,0.689
165,0.283,0.746,269613,0.737,0.0,6,0.387,-6.439,0,NORTHERN EXPOZURE,0.22,90.011,4,Gats and Rivals,bay_area,spotify:track:5nZx6PXjVCn64ohUZ72FRu,0.551
166,0.0617,0.758,256480,0.737,0.0,4,0.149,-5.441,0,NORTHERN EXPOZURE,0.153,80.012,4,Where I'm From,bay_area,spotify:track:1RUh1B4rOpCvUrYdosCtmO,0.569
167,0.0172,0.656,241920,0.852,4.33e-06,7,0.128,-4.736,1,NORTHERN EXPOZURE,0.302,176.096,4,How We Ride,bay_area,spotify:track:1HwLKN1A6BrX0PlctshLo1,0.371
168,0.016,0.67,320867,0.763,9.79e-05,1,0.111,-5.923,0,NORTHERN EXPOZURE,0.266,168.119,4,If I Wasn't,bay_area,spotify:track:6ek2ljdS7hC45r8J0xgvSg,0.572
169,0.0791,0.596,288973,0.715,0.0,7,0.0572,-7.245,1,NORTHERN EXPOZURE,0.266,174.022,4,A Day in the Life,bay_area,spotify:track:4JPoQp302CczLRzm2nfVHo,0.503
170,0.0674,0.622,218173,0.79,9.71e-06,4,0.115,-5.634,0,Fed-X,0.308,97.933,4,The Same Thing Everyday,bay_area,spotify:track:4lBZlWOSCKCyxZaVYBdDqK,0.33
171,0.0143,0.589,130080,0.764,0.0,2,0.421,-4.568,1,Fed-X,0.254,90.493,4,She Wanna Go With Me (feat. Fed-X),bay_area,spotify:track:2V7FDAY8zuOQsyJH5fTc6s,0.732
172,0.0572,0.844,198733,0.54,0.0,9,0.115,-7.906,1,Fed-X,0.125,116.029,4,Life of Crime,bay_area,spotify:track:6IkhIyaPIXhDyWBKB6q2CY,0.153
173,0.0448,0.518,342107,0.882,0.0,9,0.153,-4.181,1,Fed-X,0.269,89.902,4,All Over Me Bay Remix,bay_area,spotify:track:07zQ8y7roGzqQJQL3OCsU7,0.549
174,0.171,0.434,163200,0.909,0.000793,9,0.313,-2.512,0,Fed-X,0.376,116.808,5,Visionz,bay_area,spotify:track:489bnNMzlY0sD9HQTSsy6X,0.423
175,0.266,0.541,233560,0.695,0.0,1,0.508,-10.5,0,Fed-X,0.433,84.983,4,Shooters,bay_area,spotify:track:4Wa1Hg24yuq4tZj3n6YpcD,0.823
176,0.0156,0.486,216600,0.92,0.0,7,0.188,-6.72,1,Fed-X,0.286,89.56,4,Reign God,bay_area,spotify:track:7gHtZNyCaZoh3iHuPGkgCP,0.296
