,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,track_name,type,uri,valence
313,0.25,0.891,296101,0.323,0.0,1,0.37,-7.821,1,Tito Loc,0.432,94.044,4,How Real Can You Keep It,bay_area,spotify:track:1gIawsbV3HpnAuwQ5KbJaR,0.0483
314,0.153,0.636,220682,0.624,0.0,10,0.233,-7.268,0,Tito Loc,0.35,180.031,4,Down 2 Ride,bay_area,spotify:track:0Pkdqie8YPe2sfIsaOkedT,0.479
315,0.393,0.706,237401,0.507,0.0,2,0.0792,-9.558,1,Tito Loc,0.403,184.21,4,Nobody,bay_area,spotify:track:27qLbPn3U5ciA0a2svofhS,0.537
316,0.351,0.822,317649,0.599,0.0,2,0.112,-7.809,1,Tito Loc,0.33,84.991,4,Bang'n on Um,bay_area,spotify:track:0cElcWEse3EAO4ZsMAogGB,0.752
317,0.191,0.525,288670,0.689,0.0,0,0.188,-6.293,0,Tito Loc,0.322,94.68,3,Fast Lane,bay_area,spotify:track:4FKxKMvw3rO91TdcockFgI,0.176
318,0.0022,0.713,196162,0.489,0.0,0,0.124,-11.007,1,Tito Loc,0.39,179.88,4,Pull Out,bay_area,spotify:track:0qLDHzwH9dnjlkwQNb1NB8,0.633
319,0.473,0.823,250404,0.58,0.0,5,0.135,-8.362,1,Tito Loc,0.261,89.996,4,M.O.E.,bay_area,spotify:track:2CspfqOc7ZD2sERkRmsj46,0.8
320,0.0567,0.805,310040,0.688,7.01e-05,1,0.0844,-10.49,1,I.M.P,0.252,109.109,4,Frisco,bay_area,spotify:track:3QLtMoSkbZNyh2eWjelS9Y,0.365
321,0.051,0.839,200333,0.601,0.000223,9,0.0817,-7.608,1,I.M.P,0.25,101.995,4,Wild Ass West,bay_area,spotify:track:6UGht8GPlOk1tIdxBvQLY0,0.479
322,0.000202,0.894,264573,0.589,0.0,1,0.183,-7.434,1,I.M.P,0.181,95.211,4,Shine Star,bay_area,spotify:track:4HUrGLCmwtk04bRVWUxO2N,0.304
323,0.00488,0.881,257040,0.71,0.0,11,0.0924,-8.213,0,I.M.P,0.277,97.991,4,Jealousy,bay_area,spotify:track:2V2EHvUtm3pzz51ImNm0gr,0.543
324,0.000677,0.915,237893,0.618,7.05e-06,11,0.0836,-12.862,0,I.M.P,0.37,100.309,4,Scandlous,bay_area,spotify:track:53CyymsmtJ1wFAUqdM26Hd,0.603
325,0.0244,0.782,236000,0.762,0.0,4,0.109,-6.336,0,I.M.P,0.296,94.19,4,Boots Laced Tight,bay_area,spotify:track:6ZVsyP35abU5XUrrd4wUut,0.728
326,0.00333,0.938,219333,0.701,0.0,0,0.268,-9.888,1,I.M.P,0.276,96.452,4,Don't Try to Play Me,bay_area,spotify:track:4eHuhMdyDYAXoHjhifLyXx,0.686
327,0.000322,0.752,295400,0.687,0.00813,10,0.532,-7.697,0,I.M.P,0.0507,85.138,4,Don't Get It Twisted,bay_area,spotify:track:2XmJA8I6YRWjOkkRcHpBuk,0.482
328,0.00313,0.736,286133,0.669,3.53e-05,10,0.352,-6.28,0,I.M.P,0.0416,89.004,4,Bay Nigga,bay_area,spotify:track:7cBDy0XLKqrN4WSLp7uUGq,0.465
329,0.00398,0.775,343533,0.825,0.0,4,0.155,-7.843,0,I.M.P,0.249,81.182,4,The Last Breath,bay_area,spotify:track:5vlc5V43URhraJt7dEnwCA,0.801
330,0.0877,0.675,281000,0.825,0.0,3,0.161,-5.137,0,Big Oso Loc,0.175,97.051,4,My Flag,bay_area,spotify:track:3s38aiziJwvdU1uqBn7DsC,0.62
331,0.0171,0.814,269853,0.67,0.0,9,0.0767,-7.501,1,Big Oso Loc,0.353,156.087,4,Im a Mon-sta,bay_area,spotify:track:0cbO1mBQg6Dqe23PqpdTFs,0.675
332,0.00372,0.851,312853,0.622,0.0,1,0.0751,-6.249,1,Big Oso Loc,0.152,149.923,4,How I Ride,bay_area,spotify:track:4pUZJEH9ibe7PJ8jksdJzR,0.774
333,0.0136,0.741,312600,0.857,0.0,6,0.199,-5.363,1,Big Oso Loc,0.425,74.917,4,I Stays On the Block (feat. Big Oso Locs & Ace of Spits),bay_area,spotify:track:2Uwb7FaD8AgYjxr8KdmRO0,0.793
334,0.00453,0.691,247246,0.443,4.26e-06,0,0.0891,-11.163,1,Big Oso Loc,0.145,89.946,4,Boots on the Yard,bay_area,spotify:track:5O4wUprc1uE3hEtANMUt9j,0.208
335,0.0052,0.625,249840,0.854,1.03e-05,1,0.277,-5.932,0,Big Oso Loc,0.17,171.959,4,The Red Zone,bay_area,spotify:track:00DUAdjOx5WDdgBMmaGmzG,0.465
336,0.248,0.733,283267,0.832,0.0,9,0.0887,-6.084,0,Big Oso Loc,0.126,94.042,4,What You Know About Me (feat. Big Oso Loc & Keek Dogg) - Remix,bay_area,spotify:track:3TG1aLY3eFlQONFBQPpSMW,0.764
337,0.065,0.577,256440,0.818,1.25e-05,5,0.667,-6.441,0,Big Oso Loc,0.0828,75.01,4,Gangsta's Don't Talk (feat. Big Rhino),bay_area,spotify:track:5mjav7qilrQwrVrNKHuL2b,0.381
338,0.0115,0.608,232943,0.706,0.0,11,0.0885,-7.093,0,Big Oso Loc,0.197,89.926,4,Dont Go There (feat. Big Rome & Big Loco),bay_area,spotify:track:48Y9zLH4aMIRPGLlvfZXjN,0.296
339,0.346,0.754,207080,0.81,0.0,4,0.0678,-6.116,0,Big Oso Loc,0.0856,99.075,4,Throw Up The 4 (feat. Pistol Cee & Redrum),bay_area,spotify:track:5X6pWCzFtnAbtSnmPrvdzG,0.562
340,0.0072,0.884,299773,0.558,0.0,7,0.0874,-6.7,1,Goldtoes,0.207,94.995,4,Nothside Soldier,bay_area,spotify:track:0AcWxbqE5mHmmeA0OT3L3H,0.72
341,0.0571,0.683,244002,0.745,0.000272,5,0.127,-5.183,0,Goldtoes,0.32,177.923,4,Norte Stomp,bay_area,spotify:track:50HFdUOFn1n3qXfIiAYy3T,0.528
342,0.0175,0.817,219840,0.778,0.0,4,0.374,-4.297,0,Goldtoes,0.238,96.643,4,Fallen Soldiers,bay_area,spotify:track:265bmH4H9adsKkmND4O5r2,0.552
343,0.00579,0.716,244187,0.679,0.0,1,0.318,-5.105,1,Goldtoes,0.382,84.47,4,Romped Out Norteno - Thizzed OUT Remix,bay_area,spotify:track:3rcOPW1yT8L4PLwxTgXfI0,0.799
344,0.0102,0.803,187680,0.585,0.0,7,0.399,-7.472,1,Goldtoes,0.304,117.94,4,San Francisco,bay_area,spotify:track:3vZUbcBUYbJfBltdwcGdRd,0.675
345,0.028,0.769,267000,0.792,1.41e-05,7,0.267,-4.108,1,Goldtoes,0.121,160.038,4,"Walk On Toes (feat. SPM, Lil Ro, & Lucky Luciano)",bay_area,spotify:track:0Kxj1c7mRp3o8eXHskEm9P,0.719
346,0.516,0.635,190053,0.616,7.64e-05,9,0.123,-7.458,0,Goldtoes,0.0455,119.95,4,Waiting On You,bay_area,spotify:track:4Mw0DAimq5OzCJwZ9ENjqb,0.435
347,0.0682,0.784,241987,0.842,0.0,7,0.161,-5.138,1,Goldtoes,0.286,97.045,4,I Don't Lean Like A Cholo,bay_area,spotify:track:11JmzyMfGM0BV0HJDsfhqL,0.601
348,0.0892,0.857,268400,0.691,0.0,8,0.0735,-7.174,1,Goldtoes,0.272,79.842,4,Game Untold,bay_area,spotify:track:432xH5svXL95BJ2am8KcZW,0.67
349,0.265,0.751,222333,0.72,0.0,5,0.166,-6.918,0,Goldtoes,0.223,95.006,4,Across The Water,bay_area,spotify:track:0ywc12I1vG5cjMuZRUkwt2,0.64
350,0.295,0.855,198766,0.788,0.0,6,0.0924,-6.755,1,A Wax,0.203,107.045,4,Always Something,bay_area,spotify:track:76FXdjhBjxADRZHQFoTHL7,0.202
351,0.21,0.692,268005,0.72,0.0,10,0.153,-7.341,0,A Wax,0.172,79.014,4,Lay-Em Low (feat. B-Dawg),bay_area,spotify:track:45c18J49AbUgRTaKudT2cL,0.414
352,0.295,0.608,210141,0.842,0.0604,5,0.0731,-6.072,0,A Wax,0.265,184.132,4,On The Edge,bay_area,spotify:track:5ehCq5p4y9k79tHA7fqoGK,0.588
353,0.143,0.504,207540,0.874,0.00382,7,0.117,-5.186,1,A Wax,0.241,167.897,4,The Yoc And The Burg,bay_area,spotify:track:6H2jutahGkztcScM3I3Kai,0.536
354,0.117,0.644,223701,0.598,0.28,9,0.138,-7.602,0,A Wax,0.16,171.926,4,A Rebel's Prayer (feat. B-Dawg),bay_area,spotify:track:1EB3obmIIolG4Y3oEaJLkX,0.541
355,0.00475,0.789,266170,0.745,0.0,1,0.0806,-6.466,1,A Wax,0.307,87.868,4,Patriot Acts (feat. Lou-E-Lou),bay_area,spotify:track:11kmp5Qph70wydXlGS0V7C,0.44
356,0.299,0.463,205404,0.947,0.0,1,0.188,-5.294,1,A Wax,0.286,86.254,4,"Bayrider Gang (feat. Dutch, Smigg Dirtee)",bay_area,spotify:track:7qSjmAh9vrUvfFlDOHsDtm,0.792
357,0.135,0.921,182857,0.633,0.0,1,0.125,-7.954,1,A Wax,0.284,95.943,4,Fast Way,bay_area,spotify:track:7xJ5qtdy3EScMT5IxZQoJb,0.799
358,0.0181,0.773,212927,0.734,0.0,2,0.067,-7.5,1,A Wax,0.342,163.968,4,Safe Here,bay_area,spotify:track:3k5PxdkyNJ9CJO9sO3SIRT,0.666
359,0.398,0.4,202083,0.955,0.0,1,0.0862,-5.135,0,A Wax,0.333,81.717,4,Love Is Hope,bay_area,spotify:track:40tIc7Vf0NtnNNLxHuczzB,0.666
360,0.0421,0.726,237292,0.647,1.05e-06,9,0.143,-6.523,0,Lil Toro,0.108,178.057,4,Real Hitters,bay_area,spotify:track:4W4cBdvt3TNbBERKsXwg1r,0.341
361,0.234,0.701,246173,0.687,0.0,7,0.199,-4.896,1,Lil Toro,0.18,89.982,4,Ain't No Gun Wavin,bay_area,spotify:track:1TDpLmiI7fk4CuBevS66r0,0.329
362,0.122,0.756,254267,0.735,0.0,11,0.127,-4.666,1,Lil Toro,0.0814,80.013,4,Mouth Piece,bay_area,spotify:track:6EZq6bFAdwDuheEuTWhDLX,0.588
363,0.0368,0.875,225012,0.704,0.0,2,0.541,-5.178,1,Lil Toro,0.112,95.002,4,"All Funk, No Love",bay_area,spotify:track:17ZsHNaLN5NtD2sTTxuzRR,0.488
364,0.492,0.606,285667,0.914,0.0,7,0.173,-4.408,1,Lil Toro,0.199,167.94,4,Push Comes to Shove,bay_area,spotify:track:1oVymdFtEZDeMAo2WqDJ9P,0.888
365,0.359,0.736,234685,0.316,0.0,0,0.114,-14.801,1,Lil Toro,0.0834,89.996,4,Sorry Mama,bay_area,spotify:track:35FrI4dtu27fFnWxpYq0u9,0.582
366,0.0336,0.771,237680,0.599,0.0,8,0.102,-5.297,0,Lil Toro,0.0822,95.007,4,Take a Ride,bay_area,spotify:track:4vcw6i8NBpk9OliTxyHPuJ,0.345
367,0.0565,0.752,255982,0.58,0.0,7,0.0797,-8.21,1,Lil Toro,0.416,91.02,4,Overdose,bay_area,spotify:track:4j4dkwu9fMDY6qSkRU5jV1,0.59
368,0.0389,0.757,181560,0.935,0.0,10,0.0935,-3.772,0,Lil Toro,0.0959,113.17,4,Rok Your Body,bay_area,spotify:track:7hI0kCI4p40OYseCCC6pzg,0.665
369,0.0575,0.71,297401,0.583,0.0,5,0.334,-10.099,1,Lil Toro,0.241,92.041,4,Tramp Droppin',bay_area,spotify:track:1AudPkzlueO9IkauzpHzng,0.208
370,0.00945,0.661,202733,0.524,0.0,9,0.0717,-5.666,1,Speedy Loc,0.333,94.689,4,"Pimpin, Hustlin, Gangsta Mob Shit (Feat. Spice 1 & Speedy Loc)",bay_area,spotify:track:0C1aRYaiS0Yg67LrpNeKKO,0.404
371,0.256,0.737,272747,0.706,0.0,2,0.137,-6.957,1,Speedy Loc,0.406,185.919,4,"East Bay Riderz (feat. C Rite, Tito B, Ed Dosia, Drawz, Lenyo, Keek Dogg & Bandit)",bay_area,spotify:track:3W5xXyY77OX5Zn4NAdRMGV,0.849
372,0.281,0.698,322960,0.554,0.0,2,0.228,-7.016,1,Speedy Loc,0.285,84.925,4,"Ghetto Ballin' (feat. Daz, JT the Bigga Figga, Low & Konvict)",bay_area,spotify:track:5IyORGbQmbn69WJyNucPTu,0.377
373,0.187,0.553,455427,0.732,0.0,9,0.161,-3.173,0,Speedy Loc,0.254,179.909,4,"Tirbute To Speedy Loc (feat. Speedy's Mom & Kids, Mousie, Lil Coner, Tito-B, Ed Dosia, Big Oso Loc, Keek Dogg & Speedy's Homies)",bay_area,spotify:track:0KBFBclSKOOO1rK3fQvAT4,0.183
374,0.307,0.585,223307,0.614,0.0,2,0.218,-6.497,1,Speedy Loc,0.142,189.887,4,Look N 2 My Eyez,bay_area,spotify:track:2HhFvO5nCv967lRjMsnxsZ,0.103
375,0.00606,0.768,231853,0.389,2.06e-06,8,0.209,-11.214,1,Speedy Loc,0.292,85.0,4,Enemies,bay_area,spotify:track:3V6P4Zg2S1nimywNXEBnhe,0.619
376,0.00331,0.602,172213,0.736,0.0,0,0.345,-6.137,1,Speedy Loc,0.298,90.823,4,"Murda, Kill, Murda (Feat. Jaz, Assassin & Speedy Loc)",bay_area,spotify:track:3kQCSCcMbllxbnpww3R5it,0.42
377,0.0353,0.973,200867,0.549,0.000184,7,0.0813,-5.69,1,Speedy Loc,0.254,117.954,4,"Parking Lot Pimpin' (feat. Ed Dosia, Mousie & Davina)",bay_area,spotify:track:5aiXQ0G76EDlOiNcT7QlKS,0.386
378,0.0254,0.974,322293,0.711,0.0,4,0.118,-7.389,0,Speedy Loc,0.328,109.858,4,"Another One (feat. Lil Coner, Ed Dosia, Keek Dogg, Lil Wyno, Hurrikaine J, Low, Young Myth & Never)",bay_area,spotify:track:64uwIH2B5WcyqBBS7jqhwj,0.688
379,0.0176,0.724,190533,0.556,0.0,9,0.0983,-5.191,1,Speedy Loc,0.464,186.034,4,Back In Tha Dayz (feat. Cuts By Bugsy),bay_area,spotify:track:0EWkx11ynSg0AQhHXFnbve,0.193
380,0.254,0.735,276585,0.551,0.0,0,0.12,-10.162,1,Doc 9,0.141,92.008,4,The Way I Live (feat. Lil JGO),bay_area,spotify:track:4i9GJbIOCntL10v30ClzOW,0.622
381,0.0623,0.79,239630,0.68,0.0,1,0.0903,-9.675,1,Doc 9,0.299,89.989,4,"14 Banga (feat. Boo, Conspiracy)",bay_area,spotify:track:4cfs5cZ8aRrDyHK75lupnZ,0.492
382,0.387,0.641,261960,0.667,2.49e-06,9,0.115,-6.569,0,Doc 9,0.219,152.036,4,Never Be the Same,bay_area,spotify:track:5za0ZWhcS8M0OmkcJoI7yW,0.714
383,0.154,0.748,259878,0.598,0.0,0,0.104,-8.564,1,Doc 9,0.246,94.992,4,"Streets Keep Calling (feat. Tony B, B-Dawg)",bay_area,spotify:track:4XmwrykYjvpN7GvNBMXn0l,0.437
384,0.108,0.754,237080,0.642,0.0,7,0.359,-5.972,0,Doc 9,0.0836,91.012,4,Streetz Be Watchin,bay_area,spotify:track:1THNtV7DHi8DtTea97LxGg,0.563
385,0.0287,0.733,304827,0.811,0.0,7,0.0659,-4.344,1,Doc 9,0.263,164.901,4,"Out Your Mouth (feat. Chubbz, Cleezy, Pokie, Mac Moss, Travieso & Moe)",bay_area,spotify:track:5V0PDEY4m0REZAwRBIC60K,0.59
386,0.0473,0.825,240001,0.56,0.0,2,0.0863,-9.128,1,Doc 9,0.269,96.031,4,Funk Don't Stop (feat. Travieso G),bay_area,spotify:track:0YK4yvnk2BVgcAnDAAEfDw,0.253
387,0.177,0.699,258694,0.786,0.0,7,0.106,-7.193,1,Doc 9,0.271,163.98,4,"From the Start (feat. Shadow, XO Creep)",bay_area,spotify:track:4fL13NtljUEBkv0eJ3fHpj,0.545
388,0.000738,0.635,255512,0.827,0.0,6,0.0596,-8.551,0,Doc 9,0.152,150.043,4,Can't Change the Past (feat. Tibit),bay_area,spotify:track:2xVl9vCd3zinb0PhLWo7sd,0.633
389,0.123,0.738,249173,0.843,3.01e-05,2,0.266,-4.958,0,Doc 9,0.285,89.433,4,If You Feel Me,bay_area,spotify:track:1pjSlBy0M7RzeluVJQwbKs,0.574
390,0.0947,0.799,250787,0.601,0.0,10,0.1,-7.413,0,Lil Dee,0.281,183.95,4,My Life On the Line,bay_area,spotify:track:5FOaVmXpG3vmKFBLdc4gdS,0.442
391,0.115,0.584,399267,0.559,4.54e-06,11,0.107,-10.245,0,Lil Dee,0.341,167.971,4,Can't Hold Me Down (feat. Lil Dee),bay_area,spotify:track:36yycSFGDj4DMepl4kqdH1,0.34
392,0.0503,0.578,259640,0.664,0.0,0,0.21,-7.667,0,Lil Dee,0.0416,147.839,4,Memories (feat. Nichol & Big Oso Loc),bay_area,spotify:track:2YuSK7pIMuIqgtpNENBlBg,0.312
393,0.00257,0.761,206813,0.51,0.0,6,0.131,-7.536,1,Lil Dee,0.233,103.013,4,In My Hood,bay_area,spotify:track:4TLFKkCF0nOv1sjbHNSCJI,0.553
394,0.0324,0.579,207993,0.64,0.0,7,0.213,-8.683,0,Lil Dee,0.206,155.842,4,Struggle (feat. Nichol),bay_area,spotify:track:6r3jXXn0gnV6zqopbkhX2R,0.519
395,0.163,0.763,211825,0.633,2.63e-05,7,0.131,-8.109,1,Lil Dee,0.257,85.021,4,Get The Money,bay_area,spotify:track:1xlYc0cHzqBEyDp6QO59tu,0.625
396,0.142,0.738,248587,0.758,0.0,10,0.1,-5.096,0,Lil Dee,0.0855,89.966,4,Through My Eyez,bay_area,spotify:track:2ffn4wlBDkSooTW3FqZfAO,0.433
397,0.0239,0.927,157547,0.419,0.00298,6,0.084,-7.107,1,Lil Dee,0.215,92.991,4,Nobodys' (Feat. Woodie),bay_area,spotify:track:4IwulibZrwtitZRrjm5PaZ,0.43
398,0.0108,0.565,291892,0.554,1.02e-06,5,0.141,-10.785,0,Lil Dee,0.0419,148.01,4,Memories,bay_area,spotify:track:5fxMewWBYqHPbRMOIURl53,0.291
399,0.264,0.783,183893,0.593,0.0,10,0.118,-5.773,1,Lil Dee,0.332,85.988,4,Back In The Day (feat. A-Wax),bay_area,spotify:track:6SsGpPzmZtsa7LPvmgXBFb,0.34
400,0.458,0.473,216607,0.573,0.0,1,0.111,-7.505,1,Mousie,0.0832,107.862,3,Forever In My Mind,bay_area,spotify:track:1Bd5wWbOyhGbTlHqMdof05,0.0383
401,0.00612,0.886,299693,0.557,0.0,7,0.0884,-6.589,1,Mousie,0.182,94.996,4,Northside Soldier,bay_area,spotify:track:2o6YRtFEH4YXUWvmxcBV7Z,0.708
402,0.0114,0.963,213640,0.532,0.0,7,0.107,-7.932,1,Mousie,0.283,111.977,4,Big Bad Norte,bay_area,spotify:track:0hQPbySmIJhoK75t7j4aTl,0.495
403,0.00579,0.716,244187,0.679,0.0,1,0.318,-5.105,1,Mousie,0.382,84.47,4,Romped Out Norteno - Thizzed OUT Remix,bay_area,spotify:track:3rcOPW1yT8L4PLwxTgXfI0,0.799
404,0.0557,0.801,260093,0.66,0.0,2,0.103,-6.527,1,Mousie,0.279,95.0,4,Northside Soldier Pt 2,bay_area,spotify:track:48SSsZN3ByufybiLkTXPZ7,0.569
405,0.0197,0.863,214880,0.643,0.0,7,0.126,-9.134,1,Mousie,0.309,97.943,4,Gettin' Paid,bay_area,spotify:track:1HCibwQTbbOrPJl5HFAmMR,0.526
406,0.0338,0.807,237120,0.445,0.0,1,0.334,-11.19,0,Mousie,0.288,189.975,4,No Regrets,bay_area,spotify:track:4navM5YIA4enJwNWkm3y5b,0.0662
407,0.177,0.798,279293,0.604,0.0,2,0.141,-8.497,1,Mousie,0.357,97.114,4,Streetlife,bay_area,spotify:track:7u0gx6mZU39bSH0DzXKdb3,0.609
408,0.0415,0.449,187904,0.791,0.0,8,0.0978,-6.181,0,Mousie,0.296,81.542,4,Moving Vicious,bay_area,spotify:track:4V4INoV8wPDXb868HtU2tT,0.695
409,0.201,0.731,192704,0.746,0.0,10,0.0705,-6.051,1,Mousie,0.342,141.818,4,I Never,bay_area,spotify:track:1vtdIBISMNofd4Vhfn2MQa,0.731
410,0.0485,0.833,225141,0.609,0.0,10,0.0487,-7.223,0,Laced,0.211,93.03,4,Pocos Pero Locos,bay_area,spotify:track:5OsPZKNA1AKdOvAQHLxeEu,0.519
411,0.0343,0.654,264027,0.86,2.09e-06,4,0.356,-6.604,0,Laced,0.0879,160.023,4,Poppin Em,bay_area,spotify:track:1RtJEEZoPv1bbszvWWKs4i,0.676
412,0.0458,0.561,262721,0.851,6.76e-06,7,0.12,-5.598,0,Laced,0.252,172.062,4,Mingle with Deamonz,bay_area,spotify:track:10xSVl3sL4INb2a7CQuAAL,0.547
413,0.0953,0.794,183861,0.707,0.0,6,0.0579,-5.177,0,Laced,0.205,97.992,4,Really Mobbin,bay_area,spotify:track:4fckzmDhsbY4pd1Eqdcyz3,0.786
414,0.0279,0.768,229304,0.7,0.0,8,0.134,-6.359,0,Laced,0.223,93.025,4,Pocos Peros Locos (feat. Conspiracy),bay_area,spotify:track:3JtotFyNOThCdSlbBC9vbS,0.526
415,0.145,0.769,215107,0.774,0.0,9,0.392,-5.622,1,Laced,0.359,182.162,4,Everyday Thang,bay_area,spotify:track:2m7fcZ5CAZbDqfuI534vJQ,0.613
416,0.0125,0.764,220748,0.627,1.58e-05,4,0.0906,-6.251,0,Laced,0.168,93.008,4,Reppin,bay_area,spotify:track:0WgmZvOpZl8zL2C7oAQ2n4,0.547
417,0.0219,0.759,266733,0.676,0.0,11,0.248,-4.598,0,Laced,0.0708,161.93,4,Said Biatch,bay_area,spotify:track:0d0ik06D3QPS6yQKhpV5ZZ,0.352
418,0.145,0.826,209960,0.823,0.0,6,0.148,-5.418,0,Laced,0.0902,92.006,4,Get that Doe,bay_area,spotify:track:2yArEGSKb7vB12F9cqgY0Y,0.552
419,0.0572,0.559,179070,0.726,0.0,9,0.181,-8.155,0,Laced,0.219,172.016,4,Things Change (feat. Big Tone),bay_area,spotify:track:5V6solT2e2Z8qRQbCVBGUY,0.502
420,0.346,0.799,351617,0.755,0.0,7,0.182,-6.003,0,Nsanity,0.199,85.066,4,Keep It Gangsta (feat. J-Diggs & Aaron King),bay_area,spotify:track:3evQECXdfYEqk0sgEc31jK,0.454
421,0.281,0.624,331333,0.722,0.0,1,0.0826,-7.943,1,Nsanity,0.27,179.889,4,Legends Never Die (feat. The Jacka),bay_area,spotify:track:4msxIZCpw0iBI0G1Wsqp1e,0.362
422,0.0536,0.797,271647,0.495,0.0,7,0.0684,-8.737,0,Nsanity,0.149,88.067,4,That Summer Weather,bay_area,spotify:track:0dMrFbar3WlYvURb53aUFr,0.85
423,0.492,0.606,285667,0.914,0.0,7,0.173,-4.408,1,Nsanity,0.199,167.94,4,Push Comes to Shove,bay_area,spotify:track:1oVymdFtEZDeMAo2WqDJ9P,0.888
424,0.381,0.746,334772,0.697,0.0,5,0.246,-5.44,0,Nsanity,0.0467,91.018,4,The Way I Live My Life,bay_area,spotify:track:4cpkU4th2S7l3uAx0YsgTf,0.69
425,0.0404,0.745,283870,0.684,0.0,6,0.112,-7.427,0,Nsanity,0.255,124.016,5,I Don't Care,bay_area,spotify:track:6fIUvnHknaeeFvROgwAFZ3,0.255
426,0.0746,0.752,327917,0.623,6.76e-05,9,0.137,-8.02,0,Nsanity,0.0775,143.9,4,San Jose,bay_area,spotify:track:5mxlVmjSrUEeNTFmJ7EqgY,0.433
427,0.0895,0.71,200427,0.578,0.0,6,0.362,-6.984,0,Nsanity,0.158,114.932,4,Smoke Out (Vapin & Dabbin),bay_area,spotify:track:32jtHdAKH5yhbmuQxo0IY0,0.495
428,0.16,0.827,303721,0.685,0.0,10,0.0828,-6.742,0,Nsanity,0.218,94.002,4,All Day & All Night (feat. 4rax & Gonzo),bay_area,spotify:track:419RpSgb9dmHtB24ZhQq1x,0.479
429,0.228,0.773,264560,0.675,0.0,2,0.107,-7.875,1,Nsanity,0.233,99.993,4,Wordz to the Wize (feat. Big Tone),bay_area,spotify:track:2dHPn3BnBj321iATEVrmfN,0.377
430,0.026,0.718,229053,0.631,0.0,0,0.111,-6.46,1,C-Locs,0.152,107.152,4,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",bay_area,spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.811
431,0.022,0.764,171893,0.459,0.0,7,0.0588,-5.76,1,C-Locs,0.0348,88.025,4,Smile Now Cry Later,bay_area,spotify:track:5mS6dgTFpDX7LClVwGrG2W,0.43
432,0.00263,0.77,319987,0.468,0.0,8,0.106,-7.522,1,C-Locs,0.0849,80.964,4,Gangsta 2 Gangsta,bay_area,spotify:track:42DaShPolMcOPoSnIIWWTr,0.819
433,0.0272,0.891,203133,0.832,0.0,11,0.0967,-5.04,0,C-Locs,0.158,131.958,4,Northern Gang,bay_area,spotify:track:2QXiFdU4mRejnNH77JQKsv,0.846
434,0.00343,0.915,139293,0.407,0.11,7,0.11,-7.411,1,C-Locs,0.301,90.011,4,"Thats What We Came 4 (feat. Mike Dogg, C-Locs, Lil Wyno)",bay_area,spotify:track:55LaRzZkpHfTl2Rlc73G8j,0.388
435,0.0331,0.721,271507,0.663,0.000149,4,0.169,-8.007,0,C-Locs,0.16,164.091,3,"If I Only Knew Then (feat. Big Tone, Docta Evil & Davina)",bay_area,spotify:track:1dOwHqfBv1umwdUNz70uGZ,0.768
436,0.0011,0.688,256280,0.763,0.0,0,0.166,-5.229,0,C-Locs,0.0462,172.07,4,Gang Related (feat. Big Tone),bay_area,spotify:track:4OnFla3aXZfGj742eR2ebK,0.488
437,0.0495,0.744,242323,0.701,0.0,1,0.0788,-5.792,1,C-Locs,0.177,159.948,4,Stay On Top,bay_area,spotify:track:7rhlotgiU5B8Qhu2qrwaei,0.402
438,0.0642,0.849,192480,0.534,0.0,6,0.193,-7.646,0,C-Locs,0.208,76.001,4,Pistolcroz (feat. Young Capone),bay_area,spotify:track:48IUcY7sJpwz734S7qIlnA,0.664
439,0.018,0.828,303160,0.657,0.0,8,0.0716,-6.614,1,C-Locs,0.182,78.008,4,"These Are the Talez (feat. Big Oso Loc, Keak Dogg)",bay_area,spotify:track:3bjCH2i5JptvAcgvD58H6T,0.812
440,0.205,0.75,156578,0.538,2.58e-05,9,0.235,-8.264,1,Troublez,0.0499,137.982,4,Till The End,bay_area,spotify:track:11kVNzSS57EaqtLXY8Pwql,0.75
441,0.221,0.522,274730,0.523,0.0,1,0.0967,-7.581,0,Troublez,0.239,131.15,4,Smoke to this,bay_area,spotify:track:4sDmBUjx7grjxLggm9sHgI,0.36
442,0.0317,0.759,193556,0.813,0.0,11,0.113,-8.766,0,Troublez,0.254,93.043,4,Checks,bay_area,spotify:track:1lfggViGEvOQPD2ya01pIZ,0.269
443,0.00427,0.841,155505,0.396,0.00165,1,0.106,-8.867,0,Troublez,0.0497,99.995,4,California's Finest,bay_area,spotify:track:33hmUZI9S3X2TwN9YkINmv,0.319
444,0.205,0.523,242778,0.785,0.0,10,0.201,-8.742,0,Troublez,0.393,121.018,5,Blakka,bay_area,spotify:track:04mbXkUcCvhhC0euGW1tBO,0.328
445,0.528,0.732,214862,0.757,0.0,6,0.15,-8.45,0,Troublez,0.298,90.014,4,Real Personal,bay_area,spotify:track:76rgDv6eYkpaH31z5uP5Fb,0.408
446,0.0483,0.533,251296,0.609,0.0,6,0.173,-6.702,0,Troublez,0.264,85.027,4,Closer,bay_area,spotify:track:5ihg6cWwDWSWSRF5omCiIq,0.743
447,0.0803,0.688,251900,0.56,0.0,1,0.102,-7.974,1,Troublez,0.515,170.173,4,Pray,bay_area,spotify:track:1vyew6ioE70I5vRLq4xXX5,0.265
