,type,name,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
403,bay_area,Nsanity,Push Comes to Shove,spotify:track:1oVymdFtEZDeMAo2WqDJ9P,0.606,0.914,7,-4.408,1,0.199,0.492,0.0,0.173,0.888,167.94,285667,4
404,bay_area,Nsanity,The Way I Live My Life,spotify:track:4cpkU4th2S7l3uAx0YsgTf,0.746,0.697,5,-5.44,0,0.0467,0.381,0.0,0.246,0.69,91.018,334772,4
405,bay_area,Nsanity,I Don't Care,spotify:track:6fIUvnHknaeeFvROgwAFZ3,0.745,0.684,6,-7.427,0,0.255,0.0404,0.0,0.112,0.255,124.016,283870,5
406,bay_area,Nsanity,San Jose,spotify:track:5mxlVmjSrUEeNTFmJ7EqgY,0.752,0.623,9,-8.02,0,0.0775,0.0746,6.76e-05,0.137,0.433,143.9,327917,4
407,bay_area,Nsanity,Smoke Out (Vapin & Dabbin),spotify:track:32jtHdAKH5yhbmuQxo0IY0,0.71,0.578,6,-6.984,0,0.158,0.0895,0.0,0.362,0.495,114.932,200427,4
408,bay_area,Nsanity,All Day & All Night (feat. 4rax & Gonzo),spotify:track:419RpSgb9dmHtB24ZhQq1x,0.827,0.685,10,-6.742,0,0.218,0.16,0.0,0.0828,0.479,94.002,303721,4
409,bay_area,Nsanity,Wordz to the Wize (feat. Big Tone),spotify:track:2dHPn3BnBj321iATEVrmfN,0.773,0.675,2,-7.875,1,0.233,0.228,0.0,0.107,0.377,99.993,264560,4
410,bay_area,C-Locs,"The Ones Who Know (feat. Tito B, Brenton Wood) - Bonus Track",spotify:track:3nvXKu3EkJ2pKVXYeOsxw2,0.718,0.631,0,-6.46,1,0.152,0.026,0.0,0.111,0.811,107.152,229053,4
411,bay_area,C-Locs,Smile Now Cry Later,spotify:track:5mS6dgTFpDX7LClVwGrG2W,0.764,0.459,7,-5.76,1,0.0348,0.022,0.0,0.0588,0.43,88.025,171893,4
412,bay_area,C-Locs,Gangsta 2 Gangsta,spotify:track:42DaShPolMcOPoSnIIWWTr,0.77,0.468,8,-7.522,1,0.0849,0.00263,0.0,0.106,0.819,80.964,319987,4
413,bay_area,C-Locs,Northern Gang,spotify:track:2QXiFdU4mRejnNH77JQKsv,0.891,0.832,11,-5.04,0,0.158,0.0272,0.0,0.0967,0.846,131.958,203133,4
414,bay_area,C-Locs,"If I Only Knew Then (feat. Big Tone, Docta Evil & Davina)",spotify:track:1dOwHqfBv1umwdUNz70uGZ,0.721,0.663,4,-8.007,0,0.16,0.0331,0.000149,0.169,0.768,164.091,271507,3
415,bay_area,C-Locs,"Thats What We Came 4 (feat. Mike Dogg, C-Locs, Lil Wyno)",spotify:track:55LaRzZkpHfTl2Rlc73G8j,0.915,0.407,7,-7.411,1,0.301,0.00343,0.11,0.11,0.388,90.011,139293,4
416,bay_area,C-Locs,Gang Related (feat. Big Tone),spotify:track:4OnFla3aXZfGj742eR2ebK,0.688,0.763,0,-5.229,0,0.0462,0.0011,0.0,0.166,0.488,172.07,256280,4
417,bay_area,C-Locs,Stay On Top,spotify:track:7rhlotgiU5B8Qhu2qrwaei,0.744,0.701,1,-5.792,1,0.177,0.0495,0.0,0.0788,0.402,159.948,242323,4
418,bay_area,C-Locs,Pistolcroz (feat. Young Capone),spotify:track:48IUcY7sJpwz734S7qIlnA,0.849,0.534,6,-7.646,0,0.208,0.0642,0.0,0.193,0.664,76.001,192480,4
419,bay_area,C-Locs,"These Are the Talez (feat. Big Oso Loc, Keak Dogg)",spotify:track:3bjCH2i5JptvAcgvD58H6T,0.828,0.657,8,-6.614,1,0.182,0.018,0.0,0.0716,0.812,78.008,303160,4
420,bay_area,Laced,Pocos Pero Locos,spotify:track:5OsPZKNA1AKdOvAQHLxeEu,0.833,0.609,10,-7.223,0,0.211,0.0485,0.0,0.0487,0.519,93.03,225141,4
421,bay_area,Laced,Poppin Em,spotify:track:1RtJEEZoPv1bbszvWWKs4i,0.654,0.86,4,-6.604,0,0.0879,0.0343,2.09e-06,0.356,0.676,160.023,264027,4
422,bay_area,Laced,Mingle with Deamonz,spotify:track:10xSVl3sL4INb2a7CQuAAL,0.561,0.851,7,-5.598,0,0.252,0.0458,6.76e-06,0.12,0.547,172.062,262721,4
423,bay_area,Laced,Really Mobbin,spotify:track:4fckzmDhsbY4pd1Eqdcyz3,0.794,0.707,6,-5.177,0,0.205,0.0953,0.0,0.0579,0.786,97.992,183861,4
424,bay_area,Laced,Pocos Peros Locos (feat. Conspiracy),spotify:track:3JtotFyNOThCdSlbBC9vbS,0.768,0.7,8,-6.359,0,0.223,0.0279,0.0,0.134,0.526,93.025,229304,4
425,bay_area,Laced,Everyday Thang,spotify:track:2m7fcZ5CAZbDqfuI534vJQ,0.769,0.774,9,-5.622,1,0.359,0.145,0.0,0.392,0.613,182.162,215107,4
426,bay_area,Laced,Reppin,spotify:track:0WgmZvOpZl8zL2C7oAQ2n4,0.764,0.627,4,-6.251,0,0.168,0.0125,1.58e-05,0.0906,0.547,93.008,220748,4
427,bay_area,Laced,Said Biatch,spotify:track:0d0ik06D3QPS6yQKhpV5ZZ,0.759,0.676,11,-4.598,0,0.0708,0.0219,0.0,0.248,0.352,161.93,266733,4
428,bay_area,Laced,Get that Doe,spotify:track:2yArEGSKb7vB12F9cqgY0Y,0.826,0.823,6,-5.418,0,0.0902,0.145,0.0,0.148,0.552,92.006,209960,4
429,bay_area,Laced,Things Change (feat. Big Tone),spotify:track:5V6solT2e2Z8qRQbCVBGUY,0.559,0.726,9,-8.155,0,0.219,0.0572,0.0,0.181,0.502,172.016,179070,4
430,bay_area,Troublez,Till The End,spotify:track:11kVNzSS57EaqtLXY8Pwql,0.75,0.538,9,-8.264,1,0.0499,0.205,2.58e-05,0.235,0.75,137.982,156578,4
431,bay_area,Troublez,Smoke to this,spotify:track:4sDmBUjx7grjxLggm9sHgI,0.522,0.523,1,-7.581,0,0.239,0.221,0.0,0.0967,0.36,131.15,274730,4
432,bay_area,Troublez,Checks,spotify:track:1lfggViGEvOQPD2ya01pIZ,0.759,0.813,11,-8.766,0,0.254,0.0317,0.0,0.113,0.269,93.043,193556,4
433,bay_area,Troublez,California's Finest,spotify:track:33hmUZI9S3X2TwN9YkINmv,0.841,0.396,1,-8.867,0,0.0497,0.00427,0.00165,0.106,0.319,99.995,155505,4
434,bay_area,Troublez,Blakka,spotify:track:04mbXkUcCvhhC0euGW1tBO,0.523,0.785,10,-8.742,0,0.393,0.205,0.0,0.201,0.328,121.018,242778,5
435,bay_area,Troublez,Real Personal,spotify:track:76rgDv6eYkpaH31z5uP5Fb,0.732,0.757,6,-8.45,0,0.298,0.528,0.0,0.15,0.408,90.014,214862,4
436,bay_area,Troublez,Closer,spotify:track:5ihg6cWwDWSWSRF5omCiIq,0.533,0.609,6,-6.702,0,0.264,0.0483,0.0,0.173,0.743,85.027,251296,4
437,bay_area,Troublez,Pray,spotify:track:1vyew6ioE70I5vRLq4xXX5,0.688,0.56,1,-7.974,1,0.515,0.0803,0.0,0.102,0.265,170.173,251900,4
438,bay_area,Troublez,Get Money,spotify:track:4fGhlObUAidDIRWzlLEZzu,0.838,0.704,7,-7.452,1,0.291,0.0877,0.0,0.624,0.578,86.969,246498,4
439,bay_area,Troublez,Come Back,spotify:track:1hV8rbBLyb9m1Td09Px0bL,0.68,0.615,7,-8.697,1,0.154,0.0537,0.00312,0.236,0.163,88.01,185225,4
440,bay_area,Jimmy Roses,Who Rock The Party,spotify:track:2U5iZerDaI6ZkkvcGYnIMa,0.816,0.651,11,-5.585,0,0.106,0.0051,0.0,0.14,0.288,105.908,222533,4
441,bay_area,Jimmy Roses,Hunger Pains,spotify:track:6Gfez0WaQJEcsMGvS0Vcw5,0.721,0.561,11,-7.479,0,0.232,0.0855,5.66e-06,0.185,0.702,100.035,234120,4
442,bay_area,Jimmy Roses,Nothin 2 Lose,spotify:track:3eMGJUtsOEkHj9ZnG7ltmV,0.67,0.549,2,-8.973,1,0.287,0.464,0.0,0.227,0.543,74.948,230452,4
443,bay_area,Jimmy Roses,If I Can Be With You Tonight,spotify:track:3X5FywXR9jwxRuxr8FCDit,0.667,0.601,10,-9.195,1,0.0525,0.0103,5.58e-06,0.205,0.395,95.003,197093,4
444,bay_area,Jimmy Roses,Fallen To The Top,spotify:track:4oERrc51kDh6cuQE25DGcW,0.923,0.688,4,-4.31,0,0.044,0.0866,0.0,0.143,0.359,114.521,186867,4
445,bay_area,Jimmy Roses,Thizz Iz A Nation,spotify:track:4ixsMRouQaq0E6LWd7QJwI,0.478,0.858,6,-3.688,0,0.218,0.058,0.0,0.319,0.51,139.779,904573,3
446,bay_area,Jimmy Roses,No Seat Belts,spotify:track:3yiRd3M3svN6piLA7vFrP7,0.789,0.68,7,-5.964,1,0.264,0.131,0.0,0.114,0.855,114.974,171440,4
447,bay_area,Jimmy Roses,Just Another Day,spotify:track:4mRuNxItWyAM6MJtijSt2T,0.901,0.58,11,-5.972,1,0.397,0.21,0.0,0.295,0.614,96.985,190600,4
448,bay_area,Jimmy Roses,Go Motion,spotify:track:34ghRxzsdklZKnyBl0nvJv,0.713,0.693,7,-4.911,0,0.227,0.473,0.0,0.0817,0.788,91.012,223427,4
449,bay_area,Jimmy Roses,Locked N Loaded,spotify:track:2XzrpzftMjjxjwWpIIzODq,0.709,0.752,8,-5.896,0,0.0422,0.0223,0.0,0.149,0.335,92.007,251517,4
450,bay_area,Big Mister,Feel It Coming,spotify:track:5lJDbxYMfcu5JmFIiUurck,0.844,0.596,2,-8.504,0,0.164,0.0992,1.9e-05,0.0877,0.289,94.717,253037,4
451,bay_area,Big Mister,Northern Cali Ambitions,spotify:track:6kxZntw2GbpRIy9rQklnnT,0.661,0.73,2,-6.729,1,0.196,0.0333,1.9e-05,0.22,0.396,172.041,274012,4
452,bay_area,Big Mister,Holding Back the Tears,spotify:track:5RcrtZor8tMRLES9fE2GBl,0.719,0.467,10,-10.354,0,0.147,0.153,0.0,0.342,0.906,177.99,248507,3
453,bay_area,Big Mister,Same Oh G,spotify:track:5XrG4JaQCacQxlOa9NcIA2,0.9,0.616,1,-8.838,1,0.322,0.013,0.0,0.123,0.544,102.997,206068,4
454,bay_area,Big Mister,Ain't Easy Being Me,spotify:track:4IWViDWYtsVCYFrk1JicN7,0.769,0.539,8,-9.604,1,0.286,0.187,0.0,0.348,0.858,181.981,274615,4
455,bay_area,Big Mister,Real Shit,spotify:track:7LbQOvlQFDecTkiPuBRrDM,0.802,0.681,11,-8.834,0,0.253,0.0115,0.0,0.171,0.348,92.006,265109,4
456,bay_area,Big Mister,Life Lessons,spotify:track:27paKjNbA36dDC9enF1PB4,0.734,0.585,7,-10.503,1,0.238,0.402,0.0,0.126,0.427,97.96,262041,4
457,bay_area,Big Mister,I Remember,spotify:track:13sM5ctjGFDQCP52ngh69D,0.668,0.79,4,-6.012,0,0.0449,0.00633,0.0,0.197,0.584,102.979,221650,4
458,bay_area,Big Mister,Ghetto Thang,spotify:track:2Ilq7pImAteKvbleGIhqeM,0.918,0.398,11,-11.526,0,0.352,0.62,0.0,0.193,0.682,94.968,231733,4
459,bay_area,Big Mister,The Ghetto,spotify:track:4JfpfTg6VmE3SvfFXnzECt,0.914,0.547,4,-13.045,1,0.19,0.0884,5.96e-06,0.337,0.458,99.998,256300,4
460,bay_area,Keek Dogg,"Red Is What I'm Made of (feat. Kriminal, Keek Dogg, & Tito B.)",spotify:track:5xFoosGeIuWambXNSmbDXh,0.845,0.549,5,-5.203,0,0.236,0.00221,2.85e-05,0.198,0.334,92.265,223333,4
461,bay_area,Keek Dogg,I'll Be Your Puppet (feat. Tweety),spotify:track:5XPf32FXtEuLGYU2wwTk09,0.775,0.669,10,-5.137,1,0.0684,0.0814,0.0,0.332,0.598,102.368,206520,4
462,bay_area,Keek Dogg,What You Know About Me (feat. Big Oso Loc & Keek Dogg) - Remix,spotify:track:3TG1aLY3eFlQONFBQPpSMW,0.733,0.832,9,-6.084,0,0.126,0.248,0.0,0.0887,0.764,94.042,283267,4
463,bay_area,Keek Dogg,Show Time (feat. Plot & Fat Steve),spotify:track:1OWSTvvN955LisCqaXjuVg,0.841,0.709,6,-7.817,0,0.326,0.0998,0.0,0.326,0.773,156.083,258667,4
464,bay_area,Keek Dogg,This Life (feat. Davina),spotify:track:0iatpgYONgnt4qDzSVjqZW,0.568,0.494,4,-10.627,0,0.505,0.37,2.87e-06,0.142,0.689,78.026,281280,1
465,bay_area,Keek Dogg,Let's Get Away,spotify:track:2h22cImn4xf6gh6voJT0Xp,0.202,0.767,7,-7.387,1,0.191,0.0208,0.0,0.446,0.519,167.743,198173,4
466,bay_area,Keek Dogg,Don't Cry For Me (feat. Kuuleilani),spotify:track:421ndDH27MZBf7JmHaol7K,0.741,0.569,5,-5.332,1,0.212,0.724,0.0,0.0829,0.359,79.976,216373,4
467,bay_area,Keek Dogg,In the Rain (feat. Weech Lok),spotify:track:3evoJHbxB04Iait0LAdPxH,0.671,0.649,7,-8.246,1,0.222,0.216,0.0,0.352,0.695,96.987,238147,4
468,bay_area,Keek Dogg,If My Lonely Heart Could Speak,spotify:track:4gEBBpuFkHQoHL7iKnhyUf,0.753,0.551,4,-6.169,0,0.176,0.0413,0.0,0.111,0.823,78.194,271120,4
469,bay_area,Keek Dogg,"Flame Up (Feat. Big Oso Loc, Ed Dosia, Lil Corner, Konvict, ,Tone Capone, Ill Fons C Note, Lenyo & Keek Dogg)",spotify:track:0DMDx1e0cO3QvjmNA3Ts0N,0.769,0.547,7,-5.787,1,0.423,0.0484,0.0,0.136,0.326,183.765,265600,4
470,bay_area,Ono Loco,Take a Chance,spotify:track:4hJRhW2xEXrZQW13e64Ga2,0.853,0.933,7,-4.735,1,0.193,0.0298,0.0,0.307,0.691,117.795,160013,4
471,bay_area,Ono Loco,Forever Gona Hold It Down,spotify:track:5eBY48yQpqzdwTlUtSKHjU,0.757,0.666,9,-5.533,0,0.102,0.0183,0.0,0.124,0.148,98.048,244867,4
472,bay_area,Ono Loco,Huelga Birdz N Old Schoolz,spotify:track:1R3gmi37YNBiKFJilH4f2H,0.804,0.68,9,-6.7,1,0.11,7.37e-05,0.0,0.341,0.417,94.024,224160,4
473,bay_area,Ono Loco,We The Plug,spotify:track:464z3GUgoSZ6XPvpkUY1JL,0.917,0.877,8,-4.712,0,0.228,0.0216,0.0,0.0852,0.698,103.009,224026,4
474,bay_area,Ono Loco,Only The Strong Survive,spotify:track:5OgvbVNbYeEjJdgKWBDJS1,0.733,0.641,9,-6.474,0,0.124,0.0161,0.0,0.137,0.346,91.004,240280,4
475,bay_area,Ono Loco,Cali4nia North,spotify:track:7Monx7yClFiz3o46pq8wAy,0.679,0.809,9,-5.177,0,0.268,0.0667,0.0,0.101,0.45,100.024,211213,4
476,bay_area,Ono Loco,"Darkest Placez (feat. Ono Loco, Young Loc, Weech & Lil Toro)",spotify:track:6pQv6whf3kjdPU0VYMp4kt,0.775,0.805,2,-5.716,1,0.248,0.00169,0.0,0.183,0.334,88.012,229160,4
477,bay_area,Ono Loco,Can't Be Like Us,spotify:track:0MTo9agS0STCHWaoT6bmLf,0.881,0.868,4,-3.554,0,0.305,0.0301,0.0,0.117,0.461,92.049,229970,4
478,bay_area,Ono Loco,My Town,spotify:track:6BHBj8Co4Cr1lDS4h1yz0I,0.808,0.797,11,-4.629,0,0.262,0.0589,0.0,0.157,0.354,91.99,225640,4
479,bay_area,Ono Loco,The Life We Chose,spotify:track:6b6jsefPbR3cDyV0oNDRz2,0.609,0.661,7,-7.196,1,0.28,0.00294,0.0,0.0931,0.307,191.876,241907,4
480,bay_area,Brother Ig,Momma Don't Cry,spotify:track:6twPZrq5K0SzZ58BPq3Xq1,0.597,0.667,9,-6.367,0,0.139,0.0556,0.0,0.0901,0.33,69.914,320360,4
481,bay_area,Brother Ig,In the Rain,spotify:track:4XNmJhkDLlIicfEBK1mdmN,0.766,0.513,8,-6.355,0,0.188,0.0718,0.0,0.484,0.601,74.026,302413,4
482,bay_area,Brother Ig,"I'm 1 Too Remix (feat. Casper, Saylah, Joe the 4th Man, Transparent, Arize, Zee, Noel G., Jas & Jesus Servante)",spotify:track:61tgIW6tACZxAdhKLHPqhf,0.646,0.737,1,-5.07,1,0.219,0.127,0.0,0.528,0.597,79.941,313519,4
483,bay_area,Brother Ig,Worst Enemy,spotify:track:429vuLezT1UdSrZjYG5Ki3,0.811,0.565,5,-8.662,0,0.255,0.177,0.0,0.117,0.541,80.049,337000,4
484,bay_area,Brother Ig,Keep Holding On,spotify:track:3UWwDTyn0RrMYoCnGThpJz,0.84,0.532,10,-7.983,0,0.1,0.0677,0.000508,0.0914,0.817,90.026,276507,4
485,bay_area,Brother Ig,Homies Prayer,spotify:track:48YZINbpVEgdSBTAPWvKh9,0.832,0.706,0,-5.478,0,0.344,0.54,0.0,0.117,0.296,138.23,336267,4
486,bay_area,Brother Ig,Once of the Same Minds,spotify:track:7jGUW5iblfRAH2eSx9ugvw,0.754,0.371,7,-8.974,0,0.467,0.518,0.0,0.117,0.431,176.884,306093,4
487,bay_area,Brother Ig,I'm One Too,spotify:track:1QLW9e00tD7uPr5j9ZRqt6,0.656,0.813,1,-4.442,1,0.155,0.0337,0.0,0.179,0.541,80.008,215907,4
488,bay_area,Brother Ig,16 to Life,spotify:track:1MHdJeQBh3sGOhmOYFtepb,0.704,0.526,1,-9.481,1,0.391,0.0191,0.00256,0.32,0.295,159.088,267947,4
489,bay_area,Brother Ig,"Drank,dank & Crank",spotify:track:5pijyCdFhKTYjMRRS3FHZN,0.696,0.541,10,-5.119,0,0.309,0.322,0.0,0.307,0.757,75.185,309387,4
490,bay_area,Chente Corleone,Mob Shit,spotify:track:1h40izLPGnNVayu4SwiQ9d,0.856,0.73,6,-6.323,0,0.3,0.436,0.0,0.108,0.358,89.49,246693,4
491,bay_area,Chente Corleone,Where I Went Wrong,spotify:track:6xn4QjBOrcDjJEVOU0xFON,0.463,0.88,9,-3.414,0,0.155,0.277,0.0,0.279,0.715,188.05,275827,4
492,bay_area,Chente Corleone,Dirty Deedz,spotify:track:00p7KqBiZNoQM87l7moLPI,0.702,0.676,2,-9.285,1,0.288,0.0204,0.0,0.107,0.315,183.936,240040,4
493,bay_area,Chente Corleone,Still Hustlin (feat. Tito B & Whiskey Loc),spotify:track:2rNTUHuFjwdDzH3Gxfb1Tl,0.815,0.539,4,-8.292,0,0.313,0.0251,0.0,0.142,0.324,83.967,218653,4
494,bay_area,Chente Corleone,G File (feat. Big Oso Loc),spotify:track:4O9afJqaxNY3nj42bMsdz6,0.904,0.681,11,-6.357,0,0.304,0.0908,0.0,0.0984,0.658,88.007,229080,4
495,bay_area,Chente Corleone,"Bay 2 the Valley (feat. Lil Coner, Whiskey Loc, Pancho Lynie, Tito B & Lil Trueno)",spotify:track:1klPWOHk5dxOuUC1jsrnjc,0.866,0.599,1,-8.567,1,0.133,0.021,0.0,0.0528,0.715,144.026,266667,4
496,bay_area,Chente Corleone,Homeboy,spotify:track:4C5Td9xKJ49yOBBSStYjDT,0.923,0.449,6,-7.914,0,0.312,0.0211,0.0,0.189,0.388,94.703,214100,4
497,bay_area,Chente Corleone,Area XIV,spotify:track:5MSf4qLQcHnu0sPoSKfcJ1,0.799,0.698,7,-7.018,1,0.12,0.119,0.000718,0.0929,0.343,100.039,265150,4
498,bay_area,Chente Corleone,Summer Time,spotify:track:2qO5h02XtYDMKzDYnJqkFx,0.91,0.645,8,-6.714,1,0.161,0.085,0.0,0.0449,0.732,95.974,222793,4
499,bay_area,Chente Corleone,Sittin Sideways (feat. Whiskey Loc & Tha Affiliation),spotify:track:6BnJBYkMV20q3ICTKVnKEH,0.842,0.677,7,-7.197,1,0.43,0.646,0.0,0.0948,0.799,77.491,249493,4
500,chinese,Higher Brothers,Midsummer Madness,spotify:track:6TodWdTSDfzwgYynTZSvJn,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,280842,4
501,chinese,Higher Brothers,Tequila Sunrise (feat. AUGUST 08 & GoldLink),spotify:track:121bJml1xjrfnZuk2yPsLG,0.8,0.545,0,-6.74,1,0.0765,0.0313,5.07e-05,0.0929,0.458,99.981,243332,4
502,chinese,Higher Brothers,Lover Boy 88,spotify:track:2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.349,0.0,0.261,0.5,109.979,233033,4
503,chinese,Higher Brothers,Made In China,spotify:track:1qowUCis8gYY9KOMuy8fCi,0.79,0.779,1,-2.642,1,0.0416,0.00397,0.000155,0.159,0.228,150.115,171733,4
504,chinese,Higher Brothers,Nomadic (feat. Joji),spotify:track:4fq9ldVbZ57iYFGrKpDLj0,0.84,0.536,4,-7.652,0,0.158,0.0501,0.000248,0.73,0.56,75.013,244800,4
505,chinese,Higher Brothers,R&B All Night,spotify:track:6MrVXeEMf0MULWdclDk4sI,0.763,0.545,11,-8.188,0,0.126,0.00646,5.16e-05,0.0456,0.804,78.019,233846,4
506,chinese,Higher Brothers,2 The Face,spotify:track:01ibNvCrbTdwOcqIcroORv,0.649,0.684,10,-7.601,0,0.0814,0.168,1.18e-05,0.141,0.342,171.994,151532,4
507,chinese,Higher Brothers,One Punch Man (feat. Ski Mask The Slump God & Denzel Curry),spotify:track:5XHcYoIcFY7GgV6OHUB00Q,0.906,0.726,1,-4.965,1,0.255,0.0855,0.0,0.127,0.354,132.004,200652,4
508,chinese,Higher Brothers,Mr. Bentley,spotify:track:603FrR2LgWS3X4osiN12XO,0.891,0.746,2,-6.333,1,0.0927,0.392,0.00112,0.0946,0.493,97.996,159184,4
509,chinese,Higher Brothers,No More (feat. NIKI),spotify:track:7lxcmd6V6iFDgtw9urFsGB,0.75,0.651,10,-6.684,0,0.11,0.436,2.15e-06,0.0776,0.61,142.118,229859,4
510,chinese,Kris Wu,Deserve (feat. Travis Scott),spotify:track:0UJUZy6F5M4RxVEZCJrS6t,0.677,0.697,5,-5.63,0,0.0321,0.0198,0.0,0.144,0.61,134.0,182837,4
511,chinese,Kris Wu,18,spotify:track:3wrPaT9MQxCG1LQmNvNRed,0.632,0.629,2,-5.935,1,0.258,0.183,0.0,0.344,0.207,179.882,254508,4
512,chinese,Kris Wu,November Rain,spotify:track:58ZdT5NQIAkeSWUxNneBg8,0.739,0.5,8,-7.046,1,0.132,0.00783,0.0,0.146,0.285,149.988,193600,4
513,chinese,Kris Wu,Deserve (feat. Travis Scott) - Lido Remix,spotify:track:4RzmEeKCDqFZrYhsaNd5kJ,0.609,0.817,10,-7.231,0,0.0465,0.0155,3.94e-06,0.118,0.196,134.009,242000,4
514,chinese,Kris Wu,咖啡 (LH x KW),spotify:track:5UefWQvIsjrpIMlycVwqoN,0.769,0.595,10,-5.926,1,0.0416,0.0447,0.0,0.107,0.326,95.014,194684,4
515,chinese,Kris Wu,July,spotify:track:2cu5wDkTV1gWfsXjUbmd89,0.61,0.58,0,-9.947,1,0.0582,0.0379,1.15e-05,0.257,0.469,159.962,186981,4
516,chinese,Kris Wu,大碗寬麵,spotify:track:2ZW1uxX9M104rwFNcECfuS,0.761,0.613,0,-5.286,1,0.0354,0.359,0.0,0.714,0.547,99.964,221496,4
517,chinese,Kris Wu,貳參,spotify:track:6WGXlvkylStnVeDF430AO4,0.532,0.811,11,-3.467,0,0.0627,0.32,0.0,0.0795,0.342,153.917,320619,4
518,chinese,Kris Wu,Freedom (feat. Jhené Aiko),spotify:track:1WL6Q6zaMDVE8yyGYwu3zG,0.749,0.39,4,-7.8,0,0.0388,0.142,0.0,0.101,0.154,100.027,264000,4
519,chinese,Kris Wu,天地,spotify:track:4KGR7sqpECiRueUFHdHSLZ,0.625,0.446,4,-10.837,0,0.0443,0.266,0.0,0.103,0.209,128.063,216106,4
520,chinese,Jony J,不用去猜,spotify:track:2G9RfvqkR9SMsUdWzuKuTP,0.844,0.505,5,-7.949,0,0.133,0.658,1.64e-06,0.182,0.637,129.919,213231,4
521,chinese,Jony J,My Man,spotify:track:2wGR3wl2eSWtTggYuKNrMQ,0.852,0.576,8,-8.518,0,0.0419,0.494,1.27e-05,0.0971,0.265,113.965,205298,4
522,chinese,Jony J,喜新戀舊,spotify:track:07ynC4PH0bQVHWqiWiNyMo,0.779,0.541,10,-7.22,0,0.17,0.49,0.0,0.0744,0.529,140.05,262958,4
523,chinese,Jony J,套路,spotify:track:18DHpDAwU3fIKN80xqMUq0,0.95,0.833,11,-5.494,0,0.218,0.06,0.0,0.0485,0.737,135.011,187751,4
524,chinese,Jony J,想把你留在这里,spotify:track:7M8IGiUn2M7l5INSN4Bo9O,0.801,0.665,10,-6.279,1,0.0706,0.272,0.0,0.0703,0.609,95.016,200359,4
525,chinese,Jony J,防火線,spotify:track:48mDxdW2INY1B0QQcIooSR,0.819,0.432,1,-10.905,1,0.146,0.107,0.00013,0.116,0.252,116.058,260599,4
526,chinese,Jony J,奴隸,spotify:track:7gEAhzsajzqhghcIezjCPj,0.757,0.808,9,-6.196,0,0.24,0.526,0.0,0.103,0.542,90.004,191001,4
527,chinese,Jony J,玩家,spotify:track:4JsAKjDe2dN0M0Wx1ITe1l,0.728,0.722,8,-7.978,0,0.038,0.0959,0.0038,0.528,0.565,129.993,191308,4
528,chinese,Jony J,信仰,spotify:track:3Md0c9rnqiyizVj0hWtXuW,0.608,0.617,2,-8.369,1,0.113,0.346,0.000275,0.142,0.186,86.037,265352,4
529,chinese,Jony J,連鎖反應,spotify:track:6QvYQ1tqrJrzomNjtr2pcV,0.72,0.661,8,-5.165,1,0.235,0.134,0.0,0.214,0.557,84.915,220347,4
530,chinese,VaVa,我的新衣 (feat. Ty. & 王倩倩),spotify:track:2D2pqz9UjxOsLbucKFAHTV,0.586,0.814,6,-6.737,0,0.204,0.0752,4e-05,0.169,0.645,179.904,244695,4
531,chinese,VaVa,New World,spotify:track:6VuVNvS6HjNRFLSX8yP3YX,0.66,0.772,6,-4.293,0,0.0813,0.0233,0.0,0.104,0.555,163.101,162030,4
532,chinese,VaVa,Life Is Beautiful,spotify:track:35iWn3rxX8TvP3HzP5MOOD,0.753,0.45,9,-11.55,0,0.325,0.292,0.0,0.0969,0.0984,91.962,286957,4
533,chinese,VaVa,Life's a struggle,spotify:track:5k0rH5wWg40mlDHBkhhJPv,0.512,0.664,8,-9.815,1,0.0788,0.252,0.0,0.276,0.731,93.567,230565,4
534,chinese,VaVa,讓 (feat. Evis Wy),spotify:track:6sTQOA5tDjQdnNcFxTF07z,0.78,0.727,1,-6.408,0,0.0717,0.0592,0.0,0.151,0.738,138.016,213570,4
535,chinese,VaVa,Rap Star,spotify:track:2kRpuX8yzk7GvIVA8RSWlC,0.727,0.705,7,-8.539,1,0.275,0.0174,1.18e-05,0.183,0.167,147.954,238759,4
536,chinese,VaVa,Ego (feat. Blow Fever & Lexie),spotify:track:0HQi4RiFMkW7V5DyFK3V8B,0.702,0.633,4,-8.35,0,0.214,0.0626,0.0,0.249,0.312,142.006,196208,4
537,chinese,VaVa,別認慫,spotify:track:5hhEG6vbycMu6geoUqOrqY,0.564,0.62,1,-7.058,1,0.0869,0.0147,0.0,0.349,0.311,160.026,183325,4
538,chinese,VaVa,One,spotify:track:4skHapzHIFeElOvcLs2obu,0.782,0.922,0,-5.429,1,0.124,0.164,0.0,0.415,0.809,138.05,187887,4
539,chinese,VaVa,夢中情人 (feat. 滿舒克),spotify:track:2Wod0L2okNpxB8CbYWwgtv,0.782,0.543,7,-7.861,1,0.0595,0.0355,0.0,0.148,0.403,105.011,228179,4
540,chinese,ØZI,B.O.,spotify:track:2LoGv4HSbilp1SVoQ10Qw6,0.772,0.559,1,-8.735,1,0.124,0.556,0.0,0.101,0.794,100.056,237407,4
